Emp ID,satisfaction_level,number_project,average_montly_hours,motivation,motivation_A1,motivation_A2,motivation_A3,motivation_A4,motivation_A5,motivation_A6,motivation_A7,motivation_A8
3245,0.49,3,267,0.5045,0.5045,0.5545,0.479275,0,0.6045,0.5345,0.5545,0.5245
3246,0.45,6,226,0.606,0.606,0.656,0.6666,0,0.706,0.636,0.656,0.686
3247,0.21,2,239,0.3865,0.3865,0.4365,0.367175,0,0.4865,0.4165,0.4365,0.4065
3248,0.67,3,202,0.692,0.692,0.742,0.7612,0,0.722,0.722,0.742,0.712
3249,0.76,3,150,0.665,0.665,0.715,0.7315,0,0.695,0.735,0.715,0.685
3250,0.19,5,156,0.429,0.429,0.479,0.40755,0,0.459,0.459,0.479,0.509
3251,0.52,2,233,0.5505,0.5505,0.6005,0.522975,0,0.6505,0.5805,0.6005,0.5705
3252,0.66,5,262,0.637,0.637,0.687,0.7007,0,0.737,0.667,0.687,0.717
3253,0.95,3,183,0.8095,0.8095,0.8595,0.89045,0,0.8395,0.8795,0.8595,0.8295
3254,0.95,4,225,0.8175,0.8175,0.8675,0.89925,0,0.9175,0.8875,0.8675,0.8375
3255,0.57,5,216,0.661,0.661,0.711,0.7271,0,0.691,0.691,0.711,0.741
3256,0.48,5,227,0.5995,0.5995,0.6495,0.569525,0,0.6995,0.6295,0.6495,0.6795
3257,0.95,4,242,0.792,0.792,0.842,0.8712,0,0.892,0.862,0.842,0.812
3258,0.7,4,224,0.694,0.694,0.744,0.7634,0,0.794,0.724,0.744,0.714
3259,0.48,3,223,0.5655,0.5655,0.6155,0.537225,0,0.6655,0.5955,0.6155,0.5855
3260,0.62,3,202,0.667,0.667,0.717,0.7337,0,0.697,0.697,0.717,0.687
3261,0.58,3,220,0.62,0.62,0.67,0.682,0,0.65,0.65,0.67,0.64
3262,1,4,129,0.7735,0.7735,0.8235,0.85085,0,0.8035,0.8435,0.8235,0.7935
3263,0.79,2,193,0.7245,0.7245,0.7745,0.79695,0,0.7545,0.7945,0.7745,0.7445
3264,0.58,3,165,0.5975,0.5975,0.6475,0.567625,0,0.6275,0.6275,0.6475,0.6175
3265,0.59,4,209,0.6615,0.6615,0.7115,0.72765,0,0.6915,0.6915,0.7115,0.6815
3266,0.66,4,183,0.6845,0.6845,0.7345,0.75295,0,0.7145,0.7145,0.7345,0.7045
3267,0.71,4,138,0.642,0.642,0.692,0.7062,0,0.672,0.712,0.692,0.662
3268,0.9,5,152,0.778,0.778,0.828,0.8558,0,0.808,0.848,0.828,0.858
3269,0.74,4,170,0.705,0.705,0.755,0.7755,0,0.735,0.775,0.755,0.725
3270,0.66,5,185,0.7075,0.7075,0.7575,0.77825,0,0.7375,0.7375,0.7575,0.7875
3271,0.92,2,249,0.7265,0.7265,0.7765,0.79915,0,0.8265,0.7965,0.7765,0.7465
3272,0.55,4,155,0.5875,0.5875,0.6375,0.558125,0,0.6175,0.6175,0.6375,0.6075
3273,0.51,3,204,0.609,0.609,0.659,0.6699,0,0.639,0.639,0.659,0.629
3274,0.49,5,188,0.627,0.627,0.677,0.6897,0,0.657,0.657,0.677,0.707
3275,0.88,5,264,0.744,0.744,0.794,0.8184,0,0.844,0.814,0.794,0.824
3276,0.6,4,146,0.599,0.599,0.649,0.56905,0,0.629,0.629,0.649,0.619
3277,0.93,4,212,0.827,0.827,0.877,0.9097,0,0.857,0.897,0.877,0.847
3278,0.86,3,215,0.7675,0.7675,0.8175,0.84425,0,0.7975,0.8375,0.8175,0.7875
3279,0.78,4,239,0.7115,0.7115,0.7615,0.78265,0,0.8115,0.7815,0.7615,0.7315
3280,0.69,3,188,0.687,0.687,0.737,0.7557,0,0.717,0.717,0.737,0.707
3281,0.84,4,259,0.7115,0.7115,0.7615,0.78265,0,0.8115,0.7815,0.7615,0.7315
3282,0.48,3,200,0.6,0.6,0.65,0.57,0,0.63,0.63,0.65,0.62
3283,0.63,3,245,0.6075,0.6075,0.6575,0.66825,0,0.7075,0.6375,0.6575,0.6275
3284,0.54,3,182,0.603,0.603,0.653,0.6633,0,0.633,0.633,0.653,0.623
3285,0.85,4,181,0.7765,0.7765,0.8265,0.85415,0,0.8065,0.8465,0.8265,0.7965
3286,0.51,3,164,0.561,0.561,0.611,0.53295,0,0.591,0.591,0.611,0.581
3287,0.88,5,257,0.7545,0.7545,0.8045,0.82995,0,0.8545,0.8245,0.8045,0.8345
3288,0.87,3,178,0.762,0.762,0.812,0.8382,0,0.792,0.832,0.812,0.782
3289,0.54,4,224,0.614,0.614,0.664,0.6754,0,0.714,0.644,0.664,0.634
3290,0.96,5,170,0.835,0.835,0.885,0.9185,0,0.865,0.905,0.885,0.915
3291,0.58,4,233,0.6205,0.6205,0.6705,0.68255,0,0.7205,0.6505,0.6705,0.6405
3292,0.21,5,239,0.4465,0.4465,0.4965,0.424175,0,0.5465,0.4765,0.4965,0.5265
3293,0.5,5,185,0.6275,0.6275,0.6775,0.69025,0,0.6575,0.6575,0.6775,0.7075
3294,0.52,4,184,0.616,0.616,0.666,0.6776,0,0.646,0.646,0.666,0.636
3295,0.5,3,188,0.592,0.592,0.642,0.5624,0,0.622,0.622,0.642,0.612
3296,0.74,3,186,0.709,0.709,0.759,0.7799,0,0.739,0.779,0.759,0.729
3297,0.69,3,226,0.666,0.666,0.716,0.7326,0,0.766,0.696,0.716,0.686
3298,0.61,2,143,0.5595,0.5595,0.6095,0.531525,0,0.5895,0.5895,0.6095,0.5795
3299,0.5,3,213,0.5905,0.5905,0.6405,0.560975,0,0.6205,0.6205,0.6405,0.6105
3300,0.79,2,217,0.7095,0.7095,0.7595,0.78045,0,0.7395,0.7795,0.7595,0.7295
3301,0.73,5,190,0.75,0.75,0.8,0.825,0,0.78,0.82,0.8,0.83
3302,0.49,2,147,0.5055,0.5055,0.5555,0.480225,0,0.5355,0.5355,0.5555,0.5255
3303,0.7,2,235,0.6375,0.6375,0.6875,0.70125,0,0.7375,0.6675,0.6875,0.6575
3304,0.27,6,136,0.459,0.459,0.509,0.43605,0,0.489,0.489,0.509,0.539
3305,0.8,5,261,0.7085,0.7085,0.7585,0.77935,0,0.8085,0.7785,0.7585,0.7885
3306,0.45,6,176,0.609,0.609,0.659,0.6699,0,0.639,0.639,0.659,0.689
3307,0.63,4,212,0.677,0.677,0.727,0.7447,0,0.707,0.707,0.727,0.697
3308,0.76,2,148,0.642,0.642,0.692,0.7062,0,0.672,0.712,0.692,0.662
3309,0.42,6,218,0.603,0.603,0.653,0.6633,0,0.633,0.633,0.653,0.683
3310,0.41,6,262,0.532,0.532,0.582,0.5054,0,0.632,0.562,0.582,0.612
3311,0.74,6,145,0.7075,0.7075,0.7575,0.77825,0,0.7375,0.7775,0.7575,0.7875
3312,0.82,3,230,0.725,0.725,0.775,0.7975,0,0.825,0.795,0.775,0.745
3313,0.82,4,210,0.775,0.775,0.825,0.8525,0,0.805,0.845,0.825,0.795
3314,0.53,4,227,0.6045,0.6045,0.6545,0.66495,0,0.7045,0.6345,0.6545,0.6245
3315,0.71,4,142,0.648,0.648,0.698,0.7128,0,0.678,0.718,0.698,0.668
3316,0.5,4,171,0.5865,0.5865,0.6365,0.557175,0,0.6165,0.6165,0.6365,0.6065
3317,0.68,3,241,0.6385,0.6385,0.6885,0.70235,0,0.7385,0.6685,0.6885,0.6585
3318,0.68,3,247,0.6295,0.6295,0.6795,0.69245,0,0.7295,0.6595,0.6795,0.6495
3319,0.48,5,246,0.571,0.571,0.621,0.54245,0,0.671,0.601,0.621,0.651
3320,0.59,3,188,0.637,0.637,0.687,0.7007,0,0.667,0.667,0.687,0.657
3321,0.21,3,104,0.321,0.321,0.371,0.30495,0,0.351,0.351,0.371,0.341
3322,0.99,5,197,0.8905,0.8905,0.9405,0.97955,0,0.9205,0.9605,0.9405,0.9705
3323,1,4,191,0.8665,0.8665,0.9165,0.95315,0,0.8965,0.9365,0.9165,0.8865
3324,0.84,4,173,0.7595,0.7595,0.8095,0.83545,0,0.7895,0.8295,0.8095,0.7795
3325,0.86,2,207,0.7595,0.7595,0.8095,0.83545,0,0.7895,0.8295,0.8095,0.7795
3326,0.52,5,247,0.5895,0.5895,0.6395,0.560025,0,0.6895,0.6195,0.6395,0.6695
3327,0.94,5,197,0.8655,0.8655,0.9155,0.95205,0,0.8955,0.9355,0.9155,0.9455
3328,0.55,3,242,0.572,0.572,0.622,0.5434,0,0.672,0.602,0.622,0.592
3329,0.79,3,145,0.6725,0.6725,0.7225,0.73975,0,0.7025,0.7425,0.7225,0.6925
3330,0.91,4,174,0.796,0.796,0.846,0.8756,0,0.826,0.866,0.846,0.816
3331,0.82,3,195,0.7625,0.7625,0.8125,0.83875,0,0.7925,0.8325,0.8125,0.7825
3332,0.84,4,270,0.695,0.695,0.745,0.7645,0,0.795,0.765,0.745,0.715
3333,0.72,4,238,0.683,0.683,0.733,0.7513,0,0.783,0.753,0.733,0.703
3334,0.68,4,156,0.654,0.654,0.704,0.7194,0,0.684,0.684,0.704,0.674
3335,0.99,5,261,0.8035,0.8035,0.8535,0.88385,0,0.9035,0.8735,0.8535,0.8835
3336,0.74,5,135,0.6725,0.6725,0.7225,0.73975,0,0.7025,0.7425,0.7225,0.7525
3337,0.8,6,185,0.7975,0.7975,0.8475,0.87725,0,0.8275,0.8675,0.8475,0.8775
3338,0.55,3,197,0.6305,0.6305,0.6805,0.69355,0,0.6605,0.6605,0.6805,0.6505
3339,0.56,3,241,0.5785,0.5785,0.6285,0.549575,0,0.6785,0.6085,0.6285,0.5985
3340,0.88,3,263,0.7055,0.7055,0.7555,0.77605,0,0.8055,0.7755,0.7555,0.7255
3341,0.86,4,251,0.7335,0.7335,0.7835,0.80685,0,0.8335,0.8035,0.7835,0.7535
3342,0.64,3,218,0.653,0.653,0.703,0.7183,0,0.683,0.683,0.703,0.673
3343,0.82,4,183,0.7645,0.7645,0.8145,0.84095,0,0.7945,0.8345,0.8145,0.7845
3344,0.66,4,252,0.632,0.632,0.682,0.6952,0,0.732,0.662,0.682,0.652
3345,0.64,3,98,0.527,0.527,0.577,0.50065,0,0.557,0.557,0.577,0.547
3346,0.17,6,284,0.379,0.379,0.429,0.36005,0,0.479,0.409,0.429,0.459
3347,0.75,4,220,0.725,0.725,0.775,0.7975,0,0.755,0.795,0.775,0.745
3348,0.45,4,275,0.4925,0.4925,0.5425,0.467875,0,0.5925,0.5225,0.5425,0.5125
3349,0.99,4,164,0.821,0.821,0.871,0.9031,0,0.851,0.891,0.871,0.841
3350,0.93,5,237,0.8095,0.8095,0.8595,0.89045,0,0.9095,0.8795,0.8595,0.8895
3351,0.88,3,133,0.6995,0.6995,0.7495,0.76945,0,0.7295,0.7695,0.7495,0.7195
3352,0.62,5,256,0.626,0.626,0.676,0.6886,0,0.726,0.656,0.676,0.706
3353,0.94,4,270,0.745,0.745,0.795,0.8195,0,0.845,0.815,0.795,0.765
3354,0.59,4,196,0.669,0.669,0.719,0.7359,0,0.699,0.699,0.719,0.689
3355,0.93,4,209,0.8315,0.8315,0.8815,0.91465,0,0.8615,0.9015,0.8815,0.8515
3356,0.71,3,261,0.6235,0.6235,0.6735,0.68585,0,0.7235,0.6935,0.6735,0.6435
3357,0.6,3,221,0.6285,0.6285,0.6785,0.69135,0,0.7285,0.6585,0.6785,0.6485
3358,0.71,4,180,0.705,0.705,0.755,0.7755,0,0.735,0.775,0.755,0.725
3359,0.91,4,145,0.7525,0.7525,0.8025,0.82775,0,0.7825,0.8225,0.8025,0.7725
3360,0.78,4,111,0.6365,0.6365,0.6865,0.70015,0,0.6665,0.7065,0.6865,0.6565
3361,0.52,4,232,0.592,0.592,0.642,0.5624,0,0.692,0.622,0.642,0.612
3362,0.99,5,195,0.8875,0.8875,0.9375,0.97625,0,0.9175,0.9575,0.9375,0.9675
3363,0.86,4,211,0.7935,0.7935,0.8435,0.87285,0,0.8235,0.8635,0.8435,0.8135
3364,0.74,4,194,0.741,0.741,0.791,0.8151,0,0.771,0.811,0.791,0.761
3365,0.15,4,275,0.3425,0.3425,0.3925,0.325375,0,0.4425,0.3725,0.3925,0.3625
3366,0.57,3,140,0.555,0.555,0.605,0.52725,0,0.585,0.585,0.605,0.575
3367,0.67,3,157,0.6305,0.6305,0.6805,0.69355,0,0.6605,0.6605,0.6805,0.6505
3368,0.8,4,258,0.693,0.693,0.743,0.7623,0,0.793,0.763,0.743,0.713
3369,0.83,5,273,0.7055,0.7055,0.7555,0.77605,0,0.8055,0.7755,0.7555,0.7855
3370,0.69,3,135,0.6075,0.6075,0.6575,0.66825,0,0.6375,0.6375,0.6575,0.6275
3371,0.64,3,188,0.662,0.662,0.712,0.7282,0,0.692,0.692,0.712,0.682
3372,0.95,5,222,0.842,0.842,0.892,0.9262,0,0.942,0.912,0.892,0.922
3373,0.97,4,231,0.8185,0.8185,0.8685,0.90035,0,0.9185,0.8885,0.8685,0.8385
3374,0.85,3,255,0.7025,0.7025,0.7525,0.77275,0,0.8025,0.7725,0.7525,0.7225
3375,0.72,3,254,0.639,0.639,0.689,0.7029,0,0.739,0.709,0.689,0.659
3376,0.91,3,244,0.749,0.749,0.799,0.8239,0,0.849,0.819,0.799,0.769
3377,0.81,3,132,0.663,0.663,0.713,0.7293,0,0.693,0.733,0.713,0.683
3378,0.13,5,234,0.414,0.414,0.464,0.3933,0,0.514,0.444,0.464,0.494
3379,0.95,4,272,0.747,0.747,0.797,0.8217,0,0.847,0.817,0.797,0.767
3380,0.82,4,191,0.7765,0.7765,0.8265,0.85415,0,0.8065,0.8465,0.8265,0.7965
3381,0.63,4,238,0.638,0.638,0.688,0.7018,0,0.738,0.668,0.688,0.658
3382,0.55,3,225,0.5975,0.5975,0.6475,0.567625,0,0.6975,0.6275,0.6475,0.6175
3383,0.83,3,211,0.7585,0.7585,0.8085,0.83435,0,0.7885,0.8285,0.8085,0.7785
3384,0.54,3,217,0.6045,0.6045,0.6545,0.66495,0,0.6345,0.6345,0.6545,0.6245
3385,0.89,5,156,0.779,0.779,0.829,0.8569,0,0.809,0.849,0.829,0.859
3386,0.79,3,147,0.6755,0.6755,0.7255,0.74305,0,0.7055,0.7455,0.7255,0.6955
3387,0.56,4,134,0.561,0.561,0.611,0.53295,0,0.591,0.591,0.611,0.581
3388,0.89,4,235,0.7725,0.7725,0.8225,0.84975,0,0.8725,0.8425,0.8225,0.7925
3389,1,4,238,0.823,0.823,0.873,0.9053,0,0.923,0.893,0.873,0.843
3390,0.43,3,258,0.488,0.488,0.538,0.4636,0,0.588,0.518,0.538,0.508
3391,0.71,5,224,0.719,0.719,0.769,0.7909,0,0.819,0.789,0.769,0.799
3392,0.98,4,149,0.7935,0.7935,0.8435,0.87285,0,0.8235,0.8635,0.8435,0.8135
3393,0.81,4,219,0.7565,0.7565,0.8065,0.83215,0,0.7865,0.8265,0.8065,0.7765
3394,0.71,3,186,0.694,0.694,0.744,0.7634,0,0.724,0.764,0.744,0.714
3395,0.99,4,259,0.7865,0.7865,0.8365,0.86515,0,0.8865,0.8565,0.8365,0.8065
3396,0.34,3,119,0.4085,0.4085,0.4585,0.388075,0,0.4385,0.4385,0.4585,0.4285
3397,0.58,3,223,0.6155,0.6155,0.6655,0.67705,0,0.7155,0.6455,0.6655,0.6355
3398,0.77,4,184,0.741,0.741,0.791,0.8151,0,0.771,0.811,0.791,0.761
3399,0.64,3,238,0.623,0.623,0.673,0.6853,0,0.723,0.653,0.673,0.643
3400,0.13,4,157,0.3805,0.3805,0.4305,0.361475,0,0.4105,0.4105,0.4305,0.4005
3401,0.98,2,249,0.7565,0.7565,0.8065,0.83215,0,0.8565,0.8265,0.8065,0.7765
3402,0.72,4,195,0.7325,0.7325,0.7825,0.80575,0,0.7625,0.8025,0.7825,0.7525
3403,0.55,3,162,0.578,0.578,0.628,0.5491,0,0.608,0.608,0.628,0.598
3404,0.62,4,231,0.6435,0.6435,0.6935,0.70785,0,0.7435,0.6735,0.6935,0.6635
3405,0.74,2,264,0.614,0.614,0.664,0.6754,0,0.714,0.684,0.664,0.634
3406,0.69,3,210,0.69,0.69,0.74,0.759,0,0.72,0.72,0.74,0.71
3407,0.6,4,192,0.668,0.668,0.718,0.7348,0,0.698,0.698,0.718,0.688
3408,0.54,3,192,0.618,0.618,0.668,0.6798,0,0.648,0.648,0.668,0.638
3409,0.56,4,249,0.5865,0.5865,0.6365,0.557175,0,0.6865,0.6165,0.6365,0.6065
3410,0.58,5,206,0.681,0.681,0.731,0.7491,0,0.711,0.711,0.731,0.761
3411,0.21,4,165,0.4325,0.4325,0.4825,0.410875,0,0.4625,0.4625,0.4825,0.4525
3412,0.52,5,183,0.6345,0.6345,0.6845,0.69795,0,0.6645,0.6645,0.6845,0.7145
3413,0.98,4,253,0.7905,0.7905,0.8405,0.86955,0,0.8905,0.8605,0.8405,0.8105
3414,0.85,3,256,0.701,0.701,0.751,0.7711,0,0.801,0.771,0.751,0.721
3415,0.62,2,263,0.5555,0.5555,0.6055,0.527725,0,0.6555,0.5855,0.6055,0.5755
3416,0.63,3,234,0.624,0.624,0.674,0.6864,0,0.724,0.654,0.674,0.644
3417,0.84,6,223,0.8055,0.8055,0.8555,0.88605,0,0.9055,0.8755,0.8555,0.8855
3418,0.71,2,172,0.653,0.653,0.703,0.7183,0,0.683,0.723,0.703,0.673
3419,0.36,6,226,0.561,0.561,0.611,0.53295,0,0.661,0.591,0.611,0.641
3420,0.79,6,205,0.8075,0.8075,0.8575,0.88825,0,0.8375,0.8775,0.8575,0.8875
3421,0.59,4,235,0.6225,0.6225,0.6725,0.68475,0,0.7225,0.6525,0.6725,0.6425
3422,0.5,4,263,0.5355,0.5355,0.5855,0.508725,0,0.6355,0.5655,0.5855,0.5555
3423,0.88,4,271,0.7135,0.7135,0.7635,0.78485,0,0.8135,0.7835,0.7635,0.7335
3424,0.65,6,131,0.6415,0.6415,0.6915,0.70565,0,0.6715,0.6715,0.6915,0.7215
3425,0.71,4,238,0.678,0.678,0.728,0.7458,0,0.778,0.748,0.728,0.698
3426,0.89,3,214,0.784,0.784,0.834,0.8624,0,0.814,0.854,0.834,0.804
3427,0.83,3,267,0.6745,0.6745,0.7245,0.74195,0,0.7745,0.7445,0.7245,0.6945
3428,0.73,3,184,0.701,0.701,0.751,0.7711,0,0.731,0.771,0.751,0.721
3429,0.71,3,264,0.619,0.619,0.669,0.6809,0,0.719,0.689,0.669,0.639
3430,0.53,3,109,0.4885,0.4885,0.5385,0.464075,0,0.5185,0.5185,0.5385,0.5085
3431,0.74,3,253,0.6505,0.6505,0.7005,0.71555,0,0.7505,0.7205,0.7005,0.6705
3432,0.6,4,207,0.6695,0.6695,0.7195,0.73645,0,0.6995,0.6995,0.7195,0.6895
3433,0.47,4,263,0.5205,0.5205,0.5705,0.494475,0,0.6205,0.5505,0.5705,0.5405
3434,0.88,3,214,0.779,0.779,0.829,0.8569,0,0.809,0.849,0.829,0.799
3435,0.62,2,153,0.5795,0.5795,0.6295,0.550525,0,0.6095,0.6095,0.6295,0.5995
3436,0.24,5,123,0.4045,0.4045,0.4545,0.384275,0,0.4345,0.4345,0.4545,0.4845
3437,0.15,5,159,0.4135,0.4135,0.4635,0.392825,0,0.4435,0.4435,0.4635,0.4935
3438,0.92,3,185,0.7975,0.7975,0.8475,0.87725,0,0.8275,0.8675,0.8475,0.8175
3439,0.74,4,167,0.7005,0.7005,0.7505,0.77055,0,0.7305,0.7705,0.7505,0.7205
3440,0.86,3,271,0.6835,0.6835,0.7335,0.75185,0,0.7835,0.7535,0.7335,0.7035
3441,0.96,3,140,0.75,0.75,0.8,0.825,0,0.78,0.82,0.8,0.77
3442,0.54,4,141,0.5615,0.5615,0.6115,0.533425,0,0.5915,0.5915,0.6115,0.5815
3443,0.99,4,190,0.86,0.86,0.91,0.946,0,0.89,0.93,0.91,0.88
3444,0.72,5,134,0.661,0.661,0.711,0.7271,0,0.691,0.731,0.711,0.741
3445,0.96,5,176,0.844,0.844,0.894,0.9284,0,0.874,0.914,0.894,0.924
3446,0.73,4,194,0.736,0.736,0.786,0.8096,0,0.766,0.806,0.786,0.756
3447,0.67,5,212,0.717,0.717,0.767,0.7887,0,0.747,0.747,0.767,0.797
3448,0.58,5,234,0.639,0.639,0.689,0.7029,0,0.739,0.669,0.689,0.719
3449,0.9,4,190,0.815,0.815,0.865,0.8965,0,0.845,0.885,0.865,0.835
3450,0.99,5,155,0.8275,0.8275,0.8775,0.91025,0,0.8575,0.8975,0.8775,0.9075
3451,0.89,4,232,0.777,0.777,0.827,0.8547,0,0.877,0.847,0.827,0.797
3452,0.72,4,216,0.716,0.716,0.766,0.7876,0,0.746,0.786,0.766,0.736
3453,0.77,3,207,0.7345,0.7345,0.7845,0.80795,0,0.7645,0.8045,0.7845,0.7545
3454,0.8,4,200,0.78,0.78,0.83,0.858,0,0.81,0.85,0.83,0.8
3455,0.89,3,178,0.772,0.772,0.822,0.8492,0,0.802,0.842,0.822,0.792
3456,0.59,4,173,0.6345,0.6345,0.6845,0.69795,0,0.6645,0.6645,0.6845,0.6545
3457,0.24,5,268,0.418,0.418,0.468,0.3971,0,0.518,0.448,0.468,0.498
3458,0.94,6,212,0.872,0.872,0.922,0.9592,0,0.902,0.942,0.922,0.952
3459,0.74,4,216,0.726,0.726,0.776,0.7986,0,0.756,0.796,0.776,0.746
3460,0.63,5,212,0.697,0.697,0.747,0.7667,0,0.727,0.727,0.747,0.777
3461,0.63,3,155,0.6075,0.6075,0.6575,0.66825,0,0.6375,0.6375,0.6575,0.6275
3462,0.77,4,164,0.711,0.711,0.761,0.7821,0,0.741,0.781,0.761,0.731
3463,0.87,3,209,0.7815,0.7815,0.8315,0.85965,0,0.8115,0.8515,0.8315,0.8015
3464,0.79,4,136,0.679,0.679,0.729,0.7469,0,0.709,0.749,0.729,0.699
3465,0.54,4,223,0.6155,0.6155,0.6655,0.67705,0,0.7155,0.6455,0.6655,0.6355
3466,0.59,4,239,0.6165,0.6165,0.6665,0.67815,0,0.7165,0.6465,0.6665,0.6365
3467,0.86,3,205,0.7825,0.7825,0.8325,0.86075,0,0.8125,0.8525,0.8325,0.8025
3468,0.98,3,203,0.8455,0.8455,0.8955,0.93005,0,0.8755,0.9155,0.8955,0.8655
3469,1,5,152,0.828,0.828,0.878,0.9108,0,0.858,0.898,0.878,0.908
3470,0.9,4,236,0.776,0.776,0.826,0.8536,0,0.876,0.846,0.826,0.796
3471,0.34,4,114,0.421,0.421,0.471,0.39995,0,0.451,0.451,0.471,0.441
3472,0.95,3,209,0.8215,0.8215,0.8715,0.90365,0,0.8515,0.8915,0.8715,0.8415
3473,0.79,4,178,0.742,0.742,0.792,0.8162,0,0.772,0.812,0.792,0.762
3474,0.13,4,175,0.4075,0.4075,0.4575,0.387125,0,0.4375,0.4375,0.4575,0.4275
3475,0.72,3,270,0.615,0.615,0.665,0.6765,0,0.715,0.685,0.665,0.635
3476,0.63,3,145,0.5925,0.5925,0.6425,0.562875,0,0.6225,0.6225,0.6425,0.6125
3477,0.81,5,134,0.706,0.706,0.756,0.7766,0,0.736,0.776,0.756,0.786
3478,0.71,4,272,0.627,0.627,0.677,0.6897,0,0.727,0.697,0.677,0.647
3479,0.49,3,208,0.593,0.593,0.643,0.56335,0,0.623,0.623,0.643,0.613
3480,0.59,4,219,0.6465,0.6465,0.6965,0.71115,0,0.6765,0.6765,0.6965,0.6665
3481,0.87,5,154,0.766,0.766,0.816,0.8426,0,0.796,0.836,0.816,0.846
3482,0.66,3,179,0.6585,0.6585,0.7085,0.72435,0,0.6885,0.6885,0.7085,0.6785
3483,0.78,5,137,0.6955,0.6955,0.7455,0.76505,0,0.7255,0.7655,0.7455,0.7755
3484,0.65,4,211,0.6885,0.6885,0.7385,0.75735,0,0.7185,0.7185,0.7385,0.7085
3485,0.8,5,271,0.6935,0.6935,0.7435,0.76285,0,0.7935,0.7635,0.7435,0.7735
3486,0.56,4,192,0.648,0.648,0.698,0.7128,0,0.678,0.678,0.698,0.668
3487,0.85,4,228,0.763,0.763,0.813,0.8393,0,0.863,0.833,0.813,0.783
3488,0.14,2,267,0.3095,0.3095,0.3595,0.294025,0,0.4095,0.3395,0.3595,0.3295
3489,0.74,4,272,0.642,0.642,0.692,0.7062,0,0.742,0.712,0.692,0.662
3490,0.86,2,260,0.68,0.68,0.73,0.748,0,0.78,0.75,0.73,0.7
3491,0.71,4,161,0.6765,0.6765,0.7265,0.74415,0,0.7065,0.7465,0.7265,0.6965
3492,0.83,4,226,0.756,0.756,0.806,0.8316,0,0.856,0.826,0.806,0.776
3493,0.52,4,249,0.5665,0.5665,0.6165,0.538175,0,0.6665,0.5965,0.6165,0.5865
3494,0.63,3,243,0.6105,0.6105,0.6605,0.67155,0,0.7105,0.6405,0.6605,0.6305
3495,0.92,4,247,0.7695,0.7695,0.8195,0.84645,0,0.8695,0.8395,0.8195,0.7895
3496,0.66,3,186,0.669,0.669,0.719,0.7359,0,0.699,0.699,0.719,0.689
3497,0.77,3,155,0.6775,0.6775,0.7275,0.74525,0,0.7075,0.7475,0.7275,0.6975
3498,0.74,2,135,0.6125,0.6125,0.6625,0.67375,0,0.6425,0.6825,0.6625,0.6325
3499,0.81,5,198,0.802,0.802,0.852,0.8822,0,0.832,0.872,0.852,0.882
3500,0.67,3,175,0.6575,0.6575,0.7075,0.72325,0,0.6875,0.6875,0.7075,0.6775
3501,0.75,3,192,0.723,0.723,0.773,0.7953,0,0.753,0.793,0.773,0.743
3502,0.65,2,282,0.542,0.542,0.592,0.5149,0,0.642,0.572,0.592,0.562
3503,0.81,4,179,0.7535,0.7535,0.8035,0.82885,0,0.7835,0.8235,0.8035,0.7735
3504,0.57,4,245,0.5975,0.5975,0.6475,0.567625,0,0.6975,0.6275,0.6475,0.6175
3505,0.89,4,235,0.7725,0.7725,0.8225,0.84975,0,0.8725,0.8425,0.8225,0.7925
3506,0.5,4,266,0.531,0.531,0.581,0.50445,0,0.631,0.561,0.581,0.551
3507,0.21,4,269,0.3815,0.3815,0.4315,0.362425,0,0.4815,0.4115,0.4315,0.4015
3508,0.79,3,264,0.659,0.659,0.709,0.7249,0,0.759,0.729,0.709,0.679
3509,0.66,3,161,0.6315,0.6315,0.6815,0.69465,0,0.6615,0.6615,0.6815,0.6515
3510,0.82,3,203,0.7655,0.7655,0.8155,0.84205,0,0.7955,0.8355,0.8155,0.7855
3511,0.85,4,258,0.718,0.718,0.768,0.7898,0,0.818,0.788,0.768,0.738
3512,0.72,3,143,0.6345,0.6345,0.6845,0.69795,0,0.6645,0.7045,0.6845,0.6545
3513,0.52,3,214,0.599,0.599,0.649,0.56905,0,0.629,0.629,0.649,0.619
3514,0.5,4,166,0.579,0.579,0.629,0.55005,0,0.609,0.609,0.629,0.599
3515,0.52,3,192,0.608,0.608,0.658,0.6688,0,0.638,0.638,0.658,0.628
3516,0.13,3,185,0.4025,0.4025,0.4525,0.382375,0,0.4325,0.4325,0.4525,0.4225
3517,0.87,4,173,0.7745,0.7745,0.8245,0.85195,0,0.8045,0.8445,0.8245,0.7945
3518,0.53,2,163,0.5495,0.5495,0.5995,0.522025,0,0.5795,0.5795,0.5995,0.5695
3519,0.15,5,277,0.3595,0.3595,0.4095,0.341525,0,0.4595,0.3895,0.4095,0.4395
3520,0.64,5,274,0.609,0.609,0.659,0.6699,0,0.709,0.639,0.659,0.689
3521,0.52,3,119,0.4985,0.4985,0.5485,0.473575,0,0.5285,0.5285,0.5485,0.5185
3522,0.79,4,267,0.6745,0.6745,0.7245,0.74195,0,0.7745,0.7445,0.7245,0.6945
3523,0.74,3,160,0.67,0.67,0.72,0.737,0,0.7,0.74,0.72,0.69
3524,0.81,4,198,0.782,0.782,0.832,0.8602,0,0.812,0.852,0.832,0.802
